node1	node2
FRAT1	LRP5
FRAT1	GSK3B
FRAT1	FRAT2
FRAT2	FZD10
FRAT2	LRP6
FRAT2	GSK3B
FRAT2	FZD5
FZD1	WNT16
FZD1	WNT3
FZD1	FZD10
FZD1	WNT6
FZD1	FZD3
FZD1	WNT10A
FZD1	LRP6
FZD1	WNT5A
FZD1	LEF1
FZD1	WNT2
FZD1	TCF7L1
FZD1	WNT3A
FZD1	WNT7A
FZD1	FZD7
FZD1	TCF7L2
FZD1	MYC
FZD1	TCF7
FZD1	FZD6
FZD1	FZD5
FZD1	FZD2
FZD1	FZD8
FZD1	SFRP4
FZD1	GSK3B
FZD1	WNT5B
FZD1	WNT2B
FZD1	WNT4
FZD1	WNT10B
FZD1	WNT7B
FZD1	WNT11
FZD1	WNT1
FZD1	LRP5
FZD10	WNT16
FZD10	WNT3
FZD10	LEF1
FZD10	SFRP4
FZD10	WNT5B
FZD10	WNT6
FZD10	WNT4
FZD10	WNT5A
FZD10	WNT10B
FZD10	WNT10A
FZD10	WNT2
FZD10	WNT3A
FZD10	WNT2B
FZD10	LRP6
FZD10	LRP5
FZD10	WNT11
FZD10	WNT7B
FZD10	WNT7A
FZD10	WNT1
FZD2	WNT16
FZD2	WNT3
FZD2	WNT6
FZD2	FZD3
FZD2	WNT10A
FZD2	LRP6
FZD2	WNT5A
FZD2	LEF1
FZD2	WNT2
FZD2	WNT3A
FZD2	WNT7A
FZD2	FZD7
FZD2	WNT4
FZD2	WNT1
FZD2	LRP5
FZD2	WNT10B
FZD2	FZD6
FZD2	FZD8
FZD2	FZD5
FZD2	SFRP4
FZD2	GSK3B
FZD2	WNT2B
FZD2	WNT7B
FZD2	WNT5B
FZD2	WNT11
FZD3	WNT16
FZD3	WNT3
FZD3	WNT6
FZD3	GSK3B
FZD3	LEF1
FZD3	FZD7
FZD3	FZD8
FZD3	FZD5
FZD3	SFRP4
FZD3	FZD6
FZD3	WNT10B
FZD3	WNT10A
FZD3	LRP6
FZD3	WNT2
FZD3	WNT2B
FZD3	LRP5
FZD3	WNT7A
FZD3	WNT7B
FZD3	WNT3A
FZD3	WNT1
FZD3	WNT5B
FZD3	WNT4
FZD3	WNT11
FZD3	WNT5A
FZD5	WNT16
FZD5	WNT3
FZD5	WNT6
FZD5	WNT10A
FZD5	LRP6
FZD5	WNT5A
FZD5	LEF1
FZD5	WNT2
FZD5	TCF7L1
FZD5	WNT3A
FZD5	WNT7A
FZD5	FZD7
FZD5	WNT4
FZD5	WNT1
FZD5	LRP5
FZD5	WNT10B
FZD5	GSK3B
FZD5	WNT11
FZD5	WNT7B
FZD5	FZD9
FZD5	FZD6
FZD5	FZD8
FZD5	SFRP4
FZD5	WNT2B
FZD5	WNT5B
FZD6	WNT16
FZD6	WNT3
FZD6	WNT6
FZD6	WNT10A
FZD6	LRP6
FZD6	WNT5A
FZD6	LEF1
FZD6	WNT2
FZD6	WNT3A
FZD6	WNT7A
FZD6	FZD7
FZD6	WNT4
FZD6	WNT1
FZD6	LRP5
FZD6	WNT10B
FZD6	GSK3B
FZD6	WNT11
FZD6	WNT7B
FZD6	FZD9
FZD6	FZD8
FZD6	SFRP4
FZD6	WNT2B
FZD6	WNT5B
FZD7	WNT16
FZD7	WNT3
FZD7	WNT6
FZD7	WNT10A
FZD7	LRP6
FZD7	WNT5A
FZD7	LEF1
FZD7	WNT2
FZD7	TCF7L1
FZD7	WNT3A
FZD7	WNT7A
FZD7	TCF7
FZD7	MYC
FZD7	GSK3B
FZD7	FZD8
FZD7	JUN
FZD7	SFRP4
FZD7	WNT2B
FZD7	WNT4
FZD7	LRP5
FZD7	WNT10B
FZD7	WNT5B
FZD7	WNT7B
FZD7	WNT1
FZD7	WNT11
FZD8	WNT16
FZD8	WNT3
FZD8	WNT6
FZD8	WNT10A
FZD8	LRP6
FZD8	WNT5A
FZD8	LEF1
FZD8	WNT2
FZD8	TCF7L1
FZD8	WNT3A
FZD8	WNT7A
FZD8	WNT4
FZD8	WNT1
FZD8	LRP5
FZD8	WNT10B
FZD8	GSK3B
FZD8	WNT11
FZD8	TCF7
FZD8	WNT7B
FZD8	WNT2B
FZD8	TCF7L2
FZD8	SFRP4
FZD8	WNT5B
FZD9	WNT16
FZD9	WNT3
FZD9	WNT6
FZD9	WNT10A
FZD9	LRP6
FZD9	WNT5A
FZD9	LEF1
FZD9	WNT2
FZD9	TCF7L1
FZD9	WNT3A
FZD9	WNT7A
FZD9	WNT4
FZD9	WNT1
FZD9	LRP5
FZD9	WNT10B
FZD9	GSK3B
FZD9	WNT11
FZD9	WNT7B
FZD9	SFRP4
FZD9	WNT2B
FZD9	WNT5B
GADD45A	GADD45B
GADD45A	MAPK1
GADD45A	SKP1
GADD45A	GADD45G
GADD45A	TP53
GADD45A	MTOR
GADD45A	PARP1
GADD45A	PTEN
GADD45A	MYC
GADD45A	JUN
GADD45B	MYC
GADD45B	JUN
GADD45B	GADD45G
GADD45B	TP53
GADD45G	PGR
GADD45G	JUN
GADD45G	TP53
GRB2	MAPK1
GRB2	SOS2
GRB2	PIK3R2
GRB2	RPS6KB1
GRB2	KRAS
GRB2	PIK3R3
GRB2	MAP2K2
GRB2	MAPK3
GRB2	PIK3CA
GRB2	SHC2
GRB2	RB1
GRB2	TP53
GRB2	KIT
GRB2	MAP2K1
GRB2	RPS6KB2
GRB2	GSK3B
GRB2	SHC4
GRB2	MTOR
GRB2	NRAS
GRB2	JUN
GRB2	PTEN
GRB2	SHC3
GRB2	PIK3CD
GRB2	TNFSF11
GRB2	MYC
GRB2	IGF1
GRB2	RAF1
GRB2	HRAS
GRB2	IGF1R
GRB2	PIK3R1
GRB2	SOS1
GRB2	SHC1
GSK3B	MAPK1
GSK3B	SOS2
GSK3B	WNT16
GSK3B	WNT3
GSK3B	RPS6KB1
GSK3B	SKP1
GSK3B	WNT6
GSK3B	KRAS
GSK3B	NOTCH2
GSK3B	WNT10A
GSK3B	LRP6
GSK3B	MAP2K2
GSK3B	NOTCH3
GSK3B	PIK3CA
GSK3B	WNT5A
GSK3B	LEF1
GSK3B	WNT2
GSK3B	TP53
GSK3B	WNT3A
GSK3B	WNT7A
GSK3B	WNT4
GSK3B	WNT1
GSK3B	LRP5
GSK3B	WNT10B
GSK3B	MAP2K1
GSK3B	PIK3CD
GSK3B	TNFSF11
GSK3B	HRAS
GSK3B	SHC1
GSK3B	NRAS
GSK3B	WNT5B
GSK3B	SOS1
GSK3B	PIK3R1
GSK3B	WNT2B
GSK3B	NCOA3
GSK3B	WNT7B
GSK3B	WNT11
GSK3B	TCF7L2
GSK3B	SP1
GSK3B	PARP1
GSK3B	IGF1R
GSK3B	IGF1
GSK3B	TCF7
GSK3B	MTOR
GSK3B	NOTCH1
GSK3B	PTEN
GSK3B	JUN
GSK3B	RAF1
GSK3B	MYC
HES1	MYC
HES1	PARP1
HES1	HEYL
HES1	JAG2
HES1	NOTCH4
HES1	HEY2
HES1	NOTCH3
HES1	NOTCH2
HES1	NOTCH1
HES1	HEY1
HES1	HES5
HES5	NOTCH2
HES5	NOTCH3
HES5	JAG2
HES5	NOTCH4
HES5	NOTCH1
HEY1	SKP1
HEY1	NOTCH2
HEY1	NOTCH3
HEY1	LEF1
HEY1	TP53
HEY1	JAG2
HEY1	MYC
HEY1	NOTCH4
HEY1	HEYL
HEY1	NOTCH1
HEY1	HEY2
HEY2	WNT3
HEY2	NOTCH2
HEY2	NOTCH3
HEY2	JAG2
HEY2	IGF1R
HEY2	NOTCH4
HEY2	HEYL
HEY2	NOTCH1
HEYL	NOTCH2
HEYL	NOTCH3
HEYL	JAG2
HEYL	NOTCH4
HEYL	NOTCH1
HRAS	MAPK1
HRAS	SOS2
HRAS	PIK3R2
HRAS	RPS6KB1
HRAS	KRAS
HRAS	PIK3R3
HRAS	MAP2K2
HRAS	MAPK3
HRAS	PIK3CA
HRAS	SHC2
HRAS	TP53
HRAS	KIT
HRAS	MAP2K1
HRAS	MTOR
HRAS	PARP1
HRAS	NRAS
HRAS	JUN
HRAS	PTEN
HRAS	SHC3
HRAS	PIK3CD
HRAS	SOS1
HRAS	SHC1
HRAS	RAF1
HRAS	NOTCH1
HRAS	MYC
HRAS	IGF1R
HRAS	PIK3R1
IGF1	MAPK1
IGF1	RPS6KB1
IGF1	KRAS
IGF1	NOTCH2
IGF1	MAPK3
IGF1	PIK3CA
IGF1	WNT5A
IGF1	WNT2
IGF1	TP53
IGF1	WNT3A
IGF1	KIT
IGF1	WNT1
IGF1	LRP5
IGF1	MAP2K1
IGF1	RPS6KB2
IGF1	PGR
IGF1	MTOR
IGF1	PARP1
IGF1	JUN
IGF1	PTEN
IGF1	SFRP4
IGF1	NOTCH1
IGF1	PIK3R1
IGF1	SOS1
IGF1	MYC
IGF1	TNFSF11
IGF1	SHC1
IGF1	IGF1R
IGF1R	SOS2
IGF1R	PIK3R2
IGF1R	RPS6KB1
IGF1R	KRAS
IGF1R	NOTCH2
IGF1R	PIK3R3
IGF1R	MAP2K2
IGF1R	NOTCH3
IGF1R	PIK3CA
IGF1R	SHC2
IGF1R	LEF1
IGF1R	TP53
IGF1R	KIT
IGF1R	MAP2K1
IGF1R	PGR
IGF1R	SP1
IGF1R	SHC4
IGF1R	MTOR
IGF1R	PARP1
IGF1R	NRAS
IGF1R	JUN
IGF1R	PTEN
IGF1R	SHC3
IGF1R	PIK3CD
IGF1R	TNFSF11
IGF1R	SOS1
IGF1R	NCOA1
IGF1R	SHC1
IGF1R	PIK3R1
IGF1R	MYC
IGF1R	NOTCH1
JAG2	NOTCH2
JAG2	NOTCH3
JAG2	LEF1
JAG2	TP53
JAG2	WNT11
JAG2	NCOA3
JAG2	MYC
JAG2	NOTCH1
JAG2	NOTCH4
JUN	MAPK1
JUN	SOS2
JUN	PIK3R2
JUN	RPS6KB1
JUN	SKP1
JUN	KRAS
JUN	LRP6
JUN	MAP2K2
JUN	MAPK3
JUN	NOTCH3
JUN	PIK3CA
JUN	WNT5A
JUN	LEF1
JUN	RB1
JUN	TP53
JUN	WNT3A
JUN	KIT
JUN	WNT1
JUN	LRP5
JUN	MAP2K1
JUN	RPS6KB2
JUN	PGR
JUN	WNT11
JUN	SP1
JUN	MTOR
JUN	PARP1
JUN	NRAS
JUN	NFKB2
JUN	SOS1
JUN	SHC1
JUN	NOTCH4
JUN	RAF1
JUN	NOTCH1
JUN	PIK3R1
JUN	TCF7L2
JUN	TNFSF11
JUN	PTEN
JUN	NCOA3
JUN	NCOA1
JUN	MYC
KIT	PIK3R2
KIT	RPS6KB1
KIT	KRAS
KIT	NOTCH2
KIT	PIK3R3
KIT	MAPK3
KIT	PIK3CA
KIT	SHC2
KIT	LEF1
KIT	TP53
KIT	NCOA1
KIT	PARP1
KIT	PGR
KIT	SOS1
KIT	MTOR
KIT	NOTCH1
KIT	MYC
KIT	PTEN
KIT	SHC4
KIT	SHC3
KIT	PIK3CD
KIT	SHC1
KIT	NRAS
KIT	PIK3R1
KRAS	MAPK1
KRAS	SOS2
KRAS	PIK3R2
KRAS	RPS6KB1
KRAS	SKP1
KRAS	WNT3A
KRAS	RAD51
KRAS	WNT5A
KRAS	TCF7L2
KRAS	RB1
KRAS	NOTCH3
KRAS	RPS6KB2
KRAS	SHC3
KRAS	NOTCH2
KRAS	SHC2
KRAS	PARP1
KRAS	PGR
KRAS	SHC1
KRAS	MTOR
KRAS	NOTCH1
KRAS	MYC
KRAS	PTEN
KRAS	NRAS
KRAS	TP53
KRAS	PIK3R3
KRAS	PIK3R1
KRAS	MAP2K2
KRAS	PIK3CD
KRAS	MAPK3
KRAS	MAP2K1
KRAS	PIK3CA
KRAS	SOS1
KRAS	RAF1
LEF1	WNT16
LEF1	WNT3
LEF1	SKP1
LEF1	WNT6
LEF1	WNT10A
LEF1	LRP6
LEF1	WNT5A
LEF1	NFKB2
LEF1	SP1
LEF1	PIK3R1
LEF1	SFRP4
LEF1	PTEN
LEF1	TNFSF11
LEF1	TP53
LEF1	WNT5B
LEF1	TCF7L1
LEF1	WNT2B
LEF1	WNT11
LEF1	WNT7B
LEF1	WNT7A
LEF1	WNT4
LEF1	WNT2
LEF1	WNT10B
LEF1	LRP5
LEF1	WNT1
LEF1	TCF7L2
LEF1	TCF7
LEF1	WNT3A
LEF1	MYC
LEF1	NOTCH1
LRP5	WNT16
LRP5	WNT3
LRP5	WNT6
LRP5	WNT10A
LRP5	LRP6
LRP5	WNT5A
LRP5	WNT2
LRP5	TCF7L1
LRP5	WNT3A
LRP5	WNT7A
LRP5	WNT4
LRP5	WNT1
LRP5	TCF7
LRP5	TCF7L2
LRP5	MYC
LRP5	SFRP4
LRP5	TNFSF11
LRP5	WNT5B
LRP5	WNT11
LRP5	WNT2B
LRP5	WNT7B
LRP5	WNT10B
LRP6	WNT16
LRP6	WNT3
LRP6	WNT6
LRP6	WNT10A
LRP6	TCF7
LRP6	TNFSF11
LRP6	TCF7L2
LRP6	MYC
LRP6	SFRP4
LRP6	WNT11
LRP6	WNT5B
LRP6	WNT4
LRP6	WNT2B
LRP6	WNT5A
LRP6	WNT7B
LRP6	WNT10B
LRP6	WNT2
LRP6	WNT7A
LRP6	WNT3A
LRP6	WNT1
MAP2K1	MAPK1
MAP2K1	SOS2
MAP2K1	MAP2K2
MAP2K1	MAPK3
MAP2K1	PIK3CA
MAP2K1	RB1
MAP2K1	TP53
MAP2K1	NCOA3
MAP2K1	SHC3
MAP2K1	PGR
MAP2K1	PIK3R1
MAP2K1	NOTCH1
MAP2K1	PARP1
MAP2K1	SHC1
MAP2K1	MTOR
MAP2K1	MYC
MAP2K1	PTEN
MAP2K1	SOS1
MAP2K1	NRAS
MAP2K1	RAF1
MAP2K2	MAPK1
MAP2K2	SOS2
MAP2K2	TP53
MAP2K2	SHC3
MAP2K2	PTEN
MAP2K2	PIK3CA
MAP2K2	SOS1
MAP2K2	NRAS
MAP2K2	MAPK3
MAP2K2	RAF1
MAPK1	TCF7L2
MAPK1	SOS2
MAPK1	NFKB2
MAPK1	NOTCH1
MAPK1	NCOA3
MAPK1	PARP1
MAPK1	PIK3R1
MAPK1	PGR
MAPK1	PTEN
MAPK1	MTOR
MAPK1	SKP1
MAPK1	SOS1
MAPK1	PIK3CA
MAPK1	RPS6KB2
MAPK1	RPS6KB1
MAPK1	NRAS
MAPK1	SHC1
MAPK1	SP1
MAPK1	RAF1
MAPK1	MYC
MAPK1	MAPK3
MAPK1	TP53
MAPK3	SOS2
MAPK3	PIK3R2
MAPK3	WNT3
MAPK3	RPS6KB1
MAPK3	WNT3A
MAPK3	WNT5A
MAPK3	PIK3R1
MAPK3	RB1
MAPK3	TNFSF11
MAPK3	PIK3CA
MAPK3	PGR
MAPK3	NOTCH1
MAPK3	PTEN
MAPK3	PARP1
MAPK3	MTOR
MAPK3	SHC1
MAPK3	SOS1
MAPK3	RPS6KB2
MAPK3	RAF1
MAPK3	NRAS
MAPK3	SP1
MAPK3	MYC
MAPK3	TP53
MRE11	POLK
MRE11	NBN
MRE11	TP53
MRE11	PTEN
MRE11	PARP1
MRE11	RAD51
MRE11	RAD50
MTOR	SOS2
MTOR	PIK3R2
MTOR	RPS6KB1
MTOR	PIK3R3
MTOR	PIK3CA
MTOR	NBN
MTOR	TP53
MTOR	RPS6KB2
MTOR	PGR
MTOR	SP1
MTOR	SHC1
MTOR	SOS1
MTOR	RAF1
MTOR	NOTCH1
MTOR	PARP1
MTOR	NRAS
MTOR	MYC
MTOR	PTEN
MTOR	PIK3CD
MTOR	PIK3R1
MYC	WNT3
MYC	RPS6KB1
MYC	SKP1
MYC	NOTCH2
MYC	NOTCH3
MYC	PIK3CA
MYC	WNT5A
MYC	RB1
MYC	TP53
MYC	TCF7L1
MYC	WNT3A
MYC	WNT4
MYC	WNT1
MYC	RPS6KB2
MYC	PGR
MYC	SP1
MYC	TCF7
MYC	PARP1
MYC	NRAS
MYC	NFKB2
MYC	PTEN
MYC	NCOA3
MYC	NOTCH4
MYC	TNFSF11
MYC	NCOA1
MYC	SHC1
MYC	RAF1
MYC	PIK3R1
MYC	RAD51
MYC	TCF7L2
MYC	NOTCH1
NBN	POLK
NBN	TP53
NBN	PARP1
NBN	RAD51
NBN	RAD50
NCOA1	TP53
NCOA1	PGR
NCOA1	SP1
NCOA1	NCOA3
NCOA3	RPS6KB1
NCOA3	TP53
NCOA3	RPS6KB2
NCOA3	PGR
NCOA3	SP1
NCOA3	PTEN
NCOA3	NOTCH4
NCOA3	NOTCH1
NFKB2	SKP1
NFKB2	TP53
NFKB2	SP1
NFKB2	PARP1
NFKB2	TNFSF11
NFKB2	NOTCH1
NOTCH1	WNT3
NOTCH1	SKP1
NOTCH1	NOTCH2
NOTCH1	NOTCH3
NOTCH1	PIK3CA
NOTCH1	WNT5A
NOTCH1	WNT2
NOTCH1	TP53
NOTCH1	WNT3A
NOTCH1	WNT4
NOTCH1	WNT1
NOTCH1	TCF7
NOTCH1	PARP1
NOTCH1	NRAS
NOTCH1	WNT2B
NOTCH1	PTEN
NOTCH1	NOTCH4
NOTCH1	PIK3R1
NOTCH2	WNT1
NOTCH2	WNT4
NOTCH2	WNT5A
NOTCH2	TCF7L2
NOTCH2	PIK3CA
NOTCH2	NRAS
NOTCH2	WNT7B
NOTCH2	PTEN
NOTCH2	TP53
NOTCH2	NOTCH3
NOTCH2	NOTCH4
NOTCH3	WNT5A
NOTCH3	WNT2
NOTCH3	PIK3CA
NOTCH3	PTEN
NOTCH3	WNT4
NOTCH3	WNT1
NOTCH3	TP53
NOTCH3	NOTCH4
NOTCH4	SKP1
NOTCH4	TP53
NOTCH4	PGR
NRAS	SOS2
NRAS	PIK3R2
NRAS	RPS6KB1
NRAS	PIK3R3
NRAS	PIK3CA
NRAS	SHC2
NRAS	TP53
NRAS	SHC4
NRAS	PARP1
NRAS	SHC3
NRAS	SHC1
NRAS	PTEN
NRAS	PIK3CD
NRAS	PIK3R1
NRAS	SOS1
NRAS	RAF1
PARP1	RPS6KB1
PARP1	PIK3CA
PARP1	RB1
PARP1	TP53
PARP1	RPS6KB2
PARP1	PGR
PARP1	SP1
PARP1	RAF1
PARP1	TCF7L2
PARP1	RAD50
PARP1	PTEN
PARP1	RAD51
PGR	PIK3R2
PGR	RPS6KB1
PGR	PIK3R3
PGR	PIK3CA
PGR	RB1
PGR	TP53
PGR	WNT4
PGR	TNFSF11
PGR	SP1
PGR	PTEN
PGR	PIK3CD
PGR	PIK3R1
PIK3CA	SOS2
PIK3CA	PIK3R2
PIK3CA	RPS6KB1
PIK3CA	PIK3R3
PIK3CA	RB1
PIK3CA	RPS6KB2
PIK3CA	SHC1
PIK3CA	SOS1
PIK3CA	TP53
PIK3CA	RAF1
PIK3CA	PTEN
PIK3CA	PIK3CD
PIK3CA	PIK3R1
PIK3CD	PIK3R2
PIK3CD	RPS6KB1
PIK3CD	PIK3R3
PIK3CD	TP53
PIK3CD	RPS6KB2
PIK3CD	PTEN
PIK3CD	SHC1
PIK3CD	SOS1
PIK3CD	RAF1
PIK3CD	PIK3R1
PIK3R1	SOS2
PIK3R1	PIK3R2
PIK3R1	RPS6KB1
PIK3R1	PIK3R3
PIK3R1	TP53
PIK3R1	PTEN
PIK3R1	SHC3
PIK3R1	SOS1
PIK3R1	SHC1
PIK3R1	RAF1
PIK3R2	RPS6KB1
PIK3R2	SOS1
PIK3R2	SHC1
PIK3R2	RAF1
PIK3R2	PTEN
PIK3R2	PIK3R3
PIK3R3	TP53
PIK3R3	SHC1
PIK3R3	RAF1
PIK3R3	PTEN
POLK	RAD50
POLK	RAD51
POLK	TP53
PTEN	SOS2
PTEN	RPS6KB1
PTEN	SKP1
PTEN	WNT5A
PTEN	WNT2
PTEN	RB1
PTEN	TP53
PTEN	TCF7L1
PTEN	WNT3A
PTEN	WNT4
PTEN	WNT1
PTEN	RPS6KB2
PTEN	SP1
PTEN	TCF7
PTEN	SOS1
PTEN	SHC1
PTEN	TCF7L2
PTEN	RAF1
PTEN	RAD51
RAD50	TP53
RAD50	RAD51
RAD51	RB1
RAD51	TP53
RAF1	SOS2
RAF1	RB1
RAF1	TP53
RAF1	SOS1
RAF1	SHC1
RB1	SHC1
RB1	SP1
RB1	TP53
RPS6KB1	SOS1
RPS6KB1	SHC1
RPS6KB1	TP53
RPS6KB1	RPS6KB2
RPS6KB1	SP1
RPS6KB2	TP53
RPS6KB2	SP1
SFRP4	WNT16
SFRP4	WNT3
SFRP4	WNT6
SFRP4	WNT10A
SFRP4	WNT5A
SFRP4	WNT2
SFRP4	WNT3A
SFRP4	WNT7A
SFRP4	WNT4
SFRP4	WNT1
SFRP4	WNT10B
SFRP4	WNT11
SFRP4	WNT7B
SFRP4	WNT2B
SFRP4	WNT5B
SHC1	SOS2
SHC1	SHC2
SHC1	TP53
SHC1	SHC3
SHC1	TNFSF11
SHC1	SOS1
SHC2	SOS2
SHC2	SHC3
SHC2	SOS1
SHC3	SOS2
SHC3	SHC4
SHC3	SOS1
SHC4	SOS2
SHC4	SOS1
SKP1	TP53
SOS1	SOS2
SOS1	TP53
SP1	TP53
TCF7	WNT16
TCF7	WNT3
TCF7	WNT6
TCF7	WNT10A
TCF7	WNT5A
TCF7	WNT2
TCF7	TP53
TCF7	TCF7L1
TCF7	WNT3A
TCF7	WNT7A
TCF7	WNT4
TCF7	WNT1
TCF7	WNT10B
TCF7	WNT11
TCF7	WNT7B
TCF7	WNT2B
TCF7	TCF7L2
TCF7L1	WNT3
TCF7L1	WNT6
TCF7L1	WNT5A
TCF7L1	TP53
TCF7L1	WNT1
TCF7L1	WNT7B
TCF7L1	WNT3A
TCF7L1	TCF7L2
TCF7L2	WNT3
TCF7L2	WNT5A
TCF7L2	WNT2
TCF7L2	TP53
TCF7L2	WNT3A
TCF7L2	WNT7A
TCF7L2	WNT4
TCF7L2	WNT1
TCF7L2	WNT10B
TCF7L2	WNT11
TCF7L2	WNT7B
TCF7L2	WNT2B
TCF7L2	WNT5B
TNFSF11	WNT16
TNFSF11	WNT5A
TNFSF11	TP53
TNFSF11	WNT3A
TNFSF11	WNT4
TNFSF11	WNT1
TNFSF11	WNT10B
TP53	WNT5A
TP53	WNT2
TP53	WNT3A
TP53	WNT4
TP53	WNT1
WNT1	WNT16
WNT1	WNT3
WNT1	WNT6
WNT1	WNT10A
WNT1	WNT5A
WNT1	WNT2
WNT1	WNT3A
WNT1	WNT7A
WNT1	WNT4
WNT1	WNT5B
WNT1	WNT11
WNT1	WNT7B
WNT1	WNT2B
WNT1	WNT10B
WNT10A	WNT16
WNT10A	WNT3
WNT10A	WNT6
WNT10A	WNT10B
WNT10A	WNT2
WNT10A	WNT5B
WNT10A	WNT2B
WNT10A	WNT7B
WNT10A	WNT3A
WNT10A	WNT5A
WNT10A	WNT7A
WNT10A	WNT11
WNT10A	WNT4
WNT10B	WNT16
WNT10B	WNT3
WNT10B	WNT6
WNT10B	WNT5A
WNT10B	WNT2
WNT10B	WNT3A
WNT10B	WNT7A
WNT10B	WNT4
WNT10B	WNT11
WNT10B	WNT5B
WNT10B	WNT2B
WNT10B	WNT7B
WNT11	WNT16
WNT11	WNT3
WNT11	WNT6
WNT11	WNT5A
WNT11	WNT2
WNT11	WNT3A
WNT11	WNT7A
WNT11	WNT4
WNT11	WNT5B
WNT11	WNT7B
WNT11	WNT2B
WNT16	WNT2B
WNT16	WNT6
WNT16	WNT3
WNT16	WNT7B
WNT16	WNT5B
WNT16	WNT4
WNT16	WNT2
WNT16	WNT5A
WNT16	WNT7A
WNT16	WNT3A
WNT2	WNT3
WNT2	WNT6
WNT2	WNT5A
WNT2	WNT7B
WNT2	WNT7A
WNT2	WNT4
WNT2	WNT2B
WNT2	WNT5B
WNT2	WNT3A
WNT2B	WNT3
WNT2B	WNT6
WNT2B	WNT5A
WNT2B	WNT3A
WNT2B	WNT7A
WNT2B	WNT4
WNT2B	WNT7B
WNT2B	WNT5B
WNT3	WNT5A
WNT3	WNT5B
WNT3	WNT7A
WNT3	WNT7B
WNT3	WNT6
WNT3	WNT4
WNT3	WNT3A
WNT3A	WNT6
WNT3A	WNT5A
WNT3A	WNT7A
WNT3A	WNT5B
WNT3A	WNT7B
WNT3A	WNT4
WNT4	WNT6
WNT4	WNT5A
WNT4	WNT7A
WNT4	WNT5B
WNT4	WNT7B
WNT5A	WNT6
WNT5A	WNT7B
WNT5A	WNT7A
WNT5A	WNT5B
WNT5B	WNT6
WNT5B	WNT7A
WNT5B	WNT7B
WNT6	WNT7A
WNT6	WNT7B
WNT7A	WNT7B